store_name,state,city,zip,store_id,lat,lon
Biddeford,ME,Biddeford,04005,2405,43.4935,-70.4883
Marana-nw-Tucson,AZ,Tucson,85741,478,32.3472,-111.0419
Market-Street,TX,Houston,77015,569,29.7853,-95.1852
Forest-Park-OH,OH,Cincinnati,45240,3821,39.2851,-84.5288
Granbury,TX,Granbury,76048,6571,32.425,-97.7742
Bossier-City,LA,Bossier-City,71111,364,32.5449,-93.7038
Gaithersburg,MD,Gaithersburg,20877,2550,39.1419,-77.189
Dixie-Hwy,FL,Pinecrest,33156,6306,25.6682,-80.2973
San-Rafael,CA,San-Rafael,94901,657,37.9691,-122.5105
Bolingbrook,IL,Bolingbrook,60490,1939,41.678999999999995,-88.1403
Tempe,AZ,Tempe,85284,458,33.3363,-111.9197
Leesburg-FL,FL,Leesburg,34788,278,28.8887,-81.7827
Buford,GA,Buford,30518,147,34.1124,-83.9965
Lakewood-CO,CO,Lakewood,80226,1514,39.7123,-105.0918
Copiague,NY,Copiague,11726,1218,40.6778,-73.3963
Shrewsbury,MA,Shrewsbury,01545,2672,42.2848,-71.7205
Daytona-Beach,FL,Daytona-Beach,32114,233,29.2012,-81.0371
Paulding-County,GA,Hiram,30141,151,33.8673,-84.7699
Kent,WA,Kent,98030,4722,47.3866,-122.2109
Clear-Lake-Shores,TX,Clear-Lake-Shores,77565,6560,29.5236,-95.0276
West-Sadsbury,PA,Parkesburg,19365,8955,39.9654,-75.926
Aiken,SC,Aiken,29803,1117,33.5059,-81.6951
Lower-Pottsgrove,PA,Pottstown,19464,4132,40.2635,-75.6172
Stafford,VA,Stafford,22556,4637,38.4718,-77.5102
Sw-Colorado-Springs,CO,Colorado-Springs,80906,1518,38.7902,-104.8199
College-Point,NY,Flushing,11354,1277,40.7667,-73.8241
Mentor,OH,Mentor,44060,3815,41.6895,-81.3421
Bulova-Queens,NY,East-Elmhurst,11370,6844,40.7611,-73.8916
Sunrise,FL,Sunrise,33322,258,26.1502,-80.2745
Round-Rock,TX,Round-Rock,78664,504,30.5145,-97.66799999999999
Camelback,AZ,Phoenix,85031,485,33.4939,-112.1696
Florissant,MO,Florissant,63033,3034,38.7947,-90.2831
Lagrange,GA,Lagrange,30241,160,33.0249,-84.9577
Stanford-Ranch,CA,Roseville,95678,6688,38.7609,-121.2867
Lake-Worth,FL,Lake-Worth,33461,205,26.6232,-80.0946
Bayshore,NY,Bay-Shore,11706,1211,40.7051,-73.243
Fremont,CA,Fremont,94538,6636,37.5308,-121.9712
Deerfield-Beach,FL,Deerfield-Beach,33442,218,26.3124,-80.1412
Glendale-CO,CO,Glendale,80246,1526,39.7086,-104.9312
Hyde-Park,CA,Los-Angeles,90047,1039,33.9569,-118.3073
Lakewood,NJ,Lakewood,08701,902,40.085,-74.2042
North-Durham,NC,Durham,27705,3632,36.0218,-78.9478
Tramonto,AZ,Phoenix,85086,6948,33.8155,-112.1202
Sw-Albuquerque,NM,Albuquerque,87120,3507,35.1421,-106.7041
Pompano-Beach,FL,Pompano-Beach,33064,208,26.2785,-80.1157
South-Chino,CA,Chino,91710,6876,34.0125,-117.6844
New-Albany,IN,New-Albany,47150,2016,38.3089,-85.8221
Davie-II,FL,Davie,33328,6341,26.0671,-80.2723
Dothan,AL,Dothan,36303,808,31.2668,-85.3971
Pecos,NV,Las-Vegas,89120,3316,36.0914,-115.0885
Festus,MO,Festus,63028,3032,38.1879,-90.4286
Roxbury,NJ,Succasunna,07876,909,40.8539,-74.6536
North-Flint,MI,Flushing,48433,2765,43.071999999999996,-83.8424
W-Little-Rock,AR,Little-Rock,72211,1401,34.7413,-92.4222
Panama-City,FL,Panama-City,32405,6303,30.1949,-85.6727
Avon-Vail,CO,Avon,81620,1525,39.6313,-106.5108
Jacksonville-NC,NC,Jacksonville,28546,3655,34.774,-77.3781
Tupelo,MS,Saltillo,38866,2906,34.3831,-88.6674
Moultrie-GA,GA,Moultrie,31788,1770,31.0855,-83.6821
Wentzville,MO,Wentzville,63385,3025,38.802,-90.8534
Raritan,NJ,Flemington,08822,941,40.518,-74.8453
Round-Lake-Beach,IL,Round-Lake-Beach,60073,8431,42.3668,-88.0888
Lewisville,TX,Lewisville,75067,524,33.0198,-96.9925
Issaquah-WA,WA,Issaquah,98029,4704,47.5585,-122.0055
Mesa,AZ,Mesa,85210,469,33.3887,-111.8428
Mesa-AZ,AZ,Mesa,85201,6862,33.4317,-111.8469
Somerset,MA,Somerset,02726,2605,41.756,-71.1492
Aberdeen-MD,MD,Aberdeen,21001,2510,39.5109,-76.1805
Sawmill,OH,Dublin,43017,3831,40.1093,-83.1146
Rialto,CA,Rialto,92376,6683,34.1132,-117.3771
Genesee,CA,San-Diego,92117,680,32.8239,-117.1965
Tucker,GA,Norcross,30093,175,33.906,-84.184
Slaughter-Lane,TX,Austin,78744,6563,30.1876,-97.7472
Lodi-CA,CA,Lodi,95240,6660,38.1222,-121.2555
Silverdale,WA,Silverdale,98383,4716,47.6621,-122.6981
Thomaston,GA,Thomaston,30286,8527,32.9015,-84.3324
Firestone,CO,Firestone,80504,1552,40.1306,-104.9504
Inver-Grove-Heights,MN,Inver-Grove-Heights,55077,2843,44.8283,-93.094
Longview,TX,Longview,75605,6545,32.5547,-94.7767
Waterford,CT,Waterford,06385,6215,41.3469,-72.1458
Cornelius,NC,Cornelius,28031,3638,35.4733,-80.8726
Rehoboth-Beach,DE,Lewes,19958,1604,38.7381,-75.1747
Southcenter,WA,Tukwila,98188,4705,47.4483,-122.2731
Glendale-III,AZ,Glendale,85302,405,33.5675,-112.1753
Palm-Bay,FL,Palm-Bay,32907,6336,28.0168,-80.6739
ManteCA,CA,Manteca,95336,1006,37.8134,-121.2132
Manhattan-West-23rd-St,NY,New-York,10010,6175,40.7375,-73.9813
Chicopee,MA,Chicopee,01020,2610,42.1764,-72.5761
Mt-Pleasant,SC,Mount-Pleasant,29466,1171,32.8674,-79.8049
Albany-OR,OR,Albany,97322,4009,44.626000000000005,-123.057
E-Palm-Beach-Lakes,FL,West-Palm-Beach,33401,6320,26.7165,-80.0679
Shirley,NY,Shirley,11967,1282,40.8015,-72.8676
Lubbock,TX,Lubbock,79414,505,33.5497,-101.9187
Hammond-LA,LA,Hammond,70403,347,30.4911,-90.4697
Lincoln-Mccormick,IL,Chicago,60659,8598,41.9972,-87.7166
Secaucus,NJ,Secaucus,07094,910,40.791,-74.0634
W-Mckinney,TX,Mckinney,75071,6809,33.1976,-96.6153
Papillion,NE,Papillion,68046,3206,41.1523,-96.0371
Hillsborough-NC,NC,Hillsborough,27278,3661,36.0756,-79.0914
Cypress-Park,CA,Los-Angeles,90065,6689,34.1073,-118.2266
Dublin,GA,Dublin,31021,8954,32.4593,-82.9381
Florence,KY,Florence,41042,2306,38.9941,-84.64200000000001
Jantzen-Beach,OR,Portland,97217,4007,45.5742,-122.6842
Orange-CA,CA,Orange,92867,615,33.811,-117.8493
Wisconsin-Rapids,WI,Wisconsin-Rapids,54494,4942,44.3758,-89.8062
Burlington-NC,NC,Burlington,27215,3627,36.0318,-79.4889
Lexington,KY,Lexington,40502,2303,38.0174,-84.4854
New-Hartford,CT,New-Hartford,06057,6218,41.8468,-73.0104
Nashua-Mall,NH,Nashua,03063,3484,42.7717,-71.5132
Denver-Sw,CO,Denver,80123,1507,39.6206,-105.0901
Littleton,CO,Littleton,80123,1519,39.6206,-105.0901
S-Olathe,KS,Olathe,66062,2218,38.8733,-94.7752
Olathe,KS,Olathe,66062,2201,38.8733,-94.7752
Pell-City,AL,Pell-City,35125,818,33.5979,-86.3432
Hillsboro,OR,Hillsboro,97123,4010,45.4984,-122.95700000000001
Ne-Bakersfield,CA,Bakersfield,93306,1060,35.3867,-118.9391
Freeport,NY,Freeport,11520,1206,40.6536,-73.5866
Houston-Hwy-290,TX,Houston,77040,6525,29.8744,-95.5278
Bellport,NY,Bellport,11713,8958,40.7733,-72.9469
Fairmount-Ave,CA,San-Diego,92120,6634,32.7958,-117.0707
New-Freedom,PA,New-Freedom,17349,4177,39.7423,-76.6841
Four-Points-W-Austin,TX,Austin,78726,8418,30.43,-97.8326
Greensburg,PA,Greensburg,15601,4126,40.3074,-79.5424
Vernon-Hills,IL,Vernon-Hills,60061,1938,42.2288,-87.9719
Hanley-Rd-40,MO,Brentwood,63144,3002,38.6182,-90.3489
El-Centro,CA,El-Centro,92243,1059,32.7893,-115.5665
Bulverde,TX,Bulverde,78163,6989,29.7767,-98.4626
Lawnside,NJ,Lawnside,08045,917,39.8676,-75.0317
Marple,PA,Broomall,19008,4181,39.9747,-75.3602
Dawsonville,GA,Dawsonville,30534,174,34.4537,-84.155
Lebanon-TN,TN,Lebanon,37090,745,36.1185,-86.26299999999999
Bustleton-Ave,PA,Philadelphia,19116,6866,40.1166,-75.0198
Carmichael,CA,Carmichael,95608,650,38.6284,-121.3287
E-Hialeah,FL,Hialeah,33010,6378,25.8325,-80.2808
Tewksbury,MA,Tewksbury,01876,2668,42.6028,-71.2232
Sioux-City,IA,Sioux-City,51106,2114,42.4671,-96.3528
Lancaster-SC,SC,Lancaster,29720,8913,34.749,-80.7616
Yorkville,IL,Yorkville,60560,6887,41.6387,-88.4438
Centennial-Parkway,NV,Las-Vegas,89149,3305,36.2765,-115.2885
Belton,MO,Belton,64012,3029,38.8161,-94.5328
Bridgeport,CT,Bridgeport,06606,6213,41.2091,-73.2086
Ne-Jackson,MS,Jackson,39213,2902,32.3553,-90.2171
East-San-Jose,CA,San-Jose,95127,6672,37.3692,-121.8208
Kifer-Rd,CA,Sunnyvale,94086,640,37.3764,-122.0238
Cedar-Hill,TX,Cedar-Hill,75104,530,32.5885,-96.9438
Miramar,FL,Miramar,33027,6353,25.9974,-80.3248
Bellevue-WA,WA,Bellevue,98005,4711,47.615,-122.1663
Penfield-Rochester,NY,Rochester,14625,1247,43.1522,-77.5057
S-Las-Vegas,NV,Las-Vegas,89123,3306,36.0383,-115.1462
El-Cerrito,CA,El-Cerrito,94530,643,37.9156,-122.2985
Seneca-SC,SC,Seneca,29678,1130,34.6828,-82.9362
White-Settlement,TX,White-Settlement,76108,8521,32.7822,-97.4969
Paramus,NJ,Paramus,07652,904,40.9477,-74.0672
Brainerd-Baxter,MN,Baxter,56425,2818,46.3429,-94.2822
Stamford,CT,Stamford,06902,6242,41.0602,-73.5445
Broadview,IL,Broadview,60155,1901,41.8577,-87.8562
Joplin-MO,MO,Joplin,64801,3042,37.0969,-94.5051
Brice-Road,OH,Reynoldsburg,43068,3816,39.9551,-82.8035
Oxford-AL,AL,Oxford,36203,866,33.5815,-85.8328
N-Kansas-City,MO,Kansas-City,64154,8460,39.2547,-94.6354
N-San-Antonio,TX,San-Antonio,78249,588,29.5612,-98.6117
Bandera-Rd,TX,San-Antonio,78249,6547,29.5612,-98.6117
Methuen,MA,Methuen,01844,2685,42.728,-71.181
Bastrop,TX,Bastrop,78602,6575,30.1388,-97.2921
W-Stockton,CA,Stockton,95219,1022,38.01,-121.3698
Tilton,NH,Tilton,03276,3402,43.4603,-71.5774
Grand-Chute,WI,Grand-Chute,54914,4903,44.271,-88.4326
Hermitage,TN,Hermitage,37076,733,36.1848,-86.6002
Traverse-City,MI,Traverse-City,49684,2726,44.693999999999996,-85.6763
Capitol-Heights,MD,Capitol-Heights,20743,2555,38.8897,-76.8925
Santa-Clarita,CA,Santa-Clarita,91351,653,34.4262,-118.449
Industry,CA,City-Of-Industry,91748,607,33.9818,-117.8969
N-Scottsdale,AZ,Scottsdale,85260,472,33.6013,-111.8867
Bozeman,MT,Bozeman,59718,3104,45.6681,-111.2404
Cartersville,GA,Cartersville,30120,133,34.187,-84.8204
Apex,NC,Apex,27523,3644,35.7225,-78.8408
Chelsea-MA,MA,Chelsea,02150,8979,42.3963,-71.0325
Fairfield-CT,CT,Fairfield,06824,6206,41.1692,-73.2681
Irving,TX,Irving,75061,563,32.8267,-96.9633
Crescent-City,CA,Crescent-City,95531,8524,41.7817,-124.1332
21st-South,UT,Salt-Lake-City,84115,4403,40.7145,-111.8931
Simpsonville,SC,Simpsonville,29680,1124,34.6962,-82.2893
North-Aurora,CO,Aurora,80011,1551,39.7378,-104.8152
Rio-Rancho,NM,Rio-Rancho,87124,3517,35.2493,-106.6818
Miami-calle-Ocho,FL,Miami,33135,277,25.7664,-80.2317
Phillipsburg,NJ,Phillipsburg,08865,931,40.7079,-75.1507
Hempstead,NY,Hempstead,11550,1274,40.7049,-73.6176
Kirksville,MO,Kirksville,63501,3036,40.1908,-92.5856
Lihue-Kauai,HI,Lihue,96766,1705,21.9816,-159.3683
Park-Centre,UT,Salt-Lake-City,84121,4402,40.6226,-111.7777
Plaistow,NH,Plaistow,03865,3487,42.8356,-71.0934
Iron-Mountain,MI,Iron-Mountain,49801,2775,45.8219,-88.0683
Lenoir-City,TN,Lenoir-City,37772,740,35.7883,-84.2188
Lancaster-PA,PA,Lancaster,17601,4131,40.0766,-76.3107
Harrisburg,PA,Swatara,17111,4113,40.2721,-76.8017
Greenwood-Village,CO,Greenwood-Village,80112,1509,39.5805,-104.9011
Farmington-Hills,MI,Farmington-Hills,48334,2773,42.5065,-83.3484
Bloomfield,NJ,Bloomfield,07003,928,40.8035,-74.1891
Park-Meadows,CO,Lone-Tree,80124,1508,39.5517,-104.8863
South-Canton,MI,Canton,48188,2744,42.291000000000004,-83.465
Greenwood-IN,IN,Greenwood,46143,2019,39.596,-86.1309
Richmond-W-Broad,VA,Glen-Allen,23060,4611,37.6628,-77.53399999999999
Roswell,GA,Roswell,30076,1755,34.0213,-84.3104
Liberty,MO,Kansas-City,64157,3019,39.2767,-94.4595
Boulder,CO,Boulder,80301,1546,40.0497,-105.2143
Plano,TX,Plano,75074,539,33.0277,-96.6777
Barstow,CA,Barstow,92311,6972,34.8914,-117.0387
Peoria-Happy-Valley,AZ,Peoria,85383,424,33.7169,-112.238
Hays,KS,Hays,67601,2221,38.8782,-99.3348
Starrett-City,NY,Brooklyn,11239,6152,40.6497,-73.8824
Hilltown,PA,Souderton,18964,4158,40.2884,-75.34100000000001
Independence,MO,Independence,64055,3006,39.0545,-94.4039
Middletown-DE,DE,Middletown,19709,6843,39.4815,-75.6832
E-Appleton,WI,Appleton,54915,4928,44.2425,-88.3564
Cheyenne,WY,Cheyenne,82001,6002,41.1437,-104.7962
Glasgow,DE,Newark,19702,1603,39.6349,-75.6993
Winston-Salem,NC,Winston-Salem,27105,3641,36.144,-80.2376
Howell,NJ,Howell,07731,933,40.1481,-74.2137
Kendall,FL,Miami,33186,210,25.6694,-80.4085
Albany-GA,GA,Albany,31707,155,31.5789,-84.2118
Hobbs,NM,Hobbs,88240,3515,32.7222,-103.1372
Plymouth-MI,MI,Plymouth,48170,2762,42.3688,-83.4799
Hialeah,FL,Hialeah,33012,202,25.8654,-80.3059
Port-Chester,NY,Port-Chester,10573,1212,41.0222,-73.6798
Pensacola-West,FL,Pensacola,32506,6932,30.4129,-87.3092
N-Baton-Rouge,LA,Baton-Rouge,70815,367,30.4558,-91.0596
Garden-Grove,CA,Garden-Grove,92843,6639,33.7671,-117.929
Hudson,WI,Hudson,54016,4935,44.9842,-92.7271
Dunkirk,NY,Dunkirk,14048,6169,42.4877,-79.3283
Glendale,CA,Glendale,91204,649,34.1379,-118.2599
Cedar-Rapids,IA,Cedar-Rapids,52402,2108,42.0188,-91.6612
Woodridge,IL,Woodridge,60517,1942,41.7518,-88.0489
Albert-Lea,MN,Albert-Lea,56007,2832,43.6537,-93.3707
Humble,TX,Humble,77338,576,30.0041,-95.2825
West-Cobb,GA,Marietta,30064,153,33.9343,-84.6076
North-Hampton,NH,North-Hampton,03862,3405,42.9776,-70.8267
Costa-Mesa,CA,Costa-Mesa,92626,6664,33.6801,-117.9085
Hazlet,NJ,Hazlet,07730,926,40.4226,-74.1799
Ferguson,MO,Saint-Louis,63136,3013,38.7196,-90.27
W-Flint,MI,Flint,48532,2716,43.0111,-83.803
Nv-Aliante,NV,North-Las-Vegas,89086,3324,36.2809,-115.1349
Greeley,CO,Greeley,80634,1515,40.4109,-104.7541
Jersey-City-NJ,NJ,Jersey-City,07310,6845,40.7324,-74.0431
Riverdale,UT,Riverdale,84405,4401,41.1739,-111.9809
Madison,TN,Madison,37115,720,36.2604,-86.7046
Santa-Fe-NM,NM,Santa-Fe,87507,3503,35.6567,-106.0152
Pasadena,TX,Pasadena,77505,565,29.6518,-95.1464
Grand-Haven,MI,Grand-Haven,49417,2780,43.0378,-86.1912
North-Windham,ME,Windham,04062,2412,43.7958,-70.4143
Red-Bluff,CA,Red-Bluff,96080,8492,40.1795,-122.2383
Centerville,UT,Centerville,84014,4408,40.9268,-111.87700000000001
Melbourne,FL,West-Melbourne,32904,260,28.0673,-80.678
W-Toledo,OH,Toledo,43615,3801,41.6492,-83.6706
Maryville,TN,Maryville,37801,724,35.6884,-84.0769
W-Huntsville,AL,Madison,35757,803,34.7782,-86.7442
Ft-Worth,TX,Fort-Worth,76109,542,32.7002,-97.3789
Oxford,MS,Oxford,38655,2914,34.3308,-89.4835
Brentwood,TN,Brentwood,37027,723,36.0063,-86.7909
Bronx,NY,Bronx,10469,1221,40.8702,-73.8495
Emeryville,CA,Emeryville,94608,627,37.8365,-122.2804
Johnston,RI,Johnston,02919,4286,41.8274,-71.52
Blaine,MN,Blaine,55449,2828,45.1697,-93.1889
Three-Rivers,MI,Three-Rivers,49093,2785,41.9596,-85.6371
Clovis,CA,Clovis,93612,664,36.8149,-119.7106
Westminster-MD,MD,Westminster,21157,2580,39.5642,-76.9807
Broussard,LA,Broussard,70518,389,30.1219,-91.9502
Ashland-OH,OH,Ashland,44805,3888,40.8559,-82.3189
Nampa,ID,Nampa,83651,8941,43.5834,-116.5848
Whittier,CA,Whittier,90606,6684,33.9777,-118.0658
Edwardsville,IL,Edwardsville,62025,1973,38.805,-89.9637
Augusta-ME,ME,Augusta,04330,2404,44.3232,-69.7665
Ne-Washington-DC,DC,Washington,20018,2583,38.9277,-76.9762
Marysville,OH,Marysville,43040,3889,40.2477,-83.3622
Trussville,AL,Trussville,35173,887,33.6339,-86.5981
Ridley-Township,PA,Folsom,19033,4142,39.8901,-75.3296
Huntington,WV,Barboursville,25504,4801,38.3893,-82.296
Trotwood,OH,Dayton,45426,3856,39.7982,-84.3211
Sevierville,TN,Sevierville,37876,739,35.866,-83.4793
Glendale-Heights,IL,Glendale-Heights,60139,1917,41.9205,-88.0793
Bonita-Springs,FL,Bonita-Springs,34135,6373,26.3771,-81.7334
Syosset,NY,Syosset,11791,8466,40.8146,-73.5024
Okeechobee,FL,Okeechobee,34974,6878,27.2002,-80.84100000000001
Warwick,RI,Warwick,02886,4280,41.7026,-71.4476
Brockton,MA,Brockton,02302,2611,42.0847,-71.0002
Hermiston,OR,Hermiston,97838,4031,45.845,-119.2849
Nashville-Briley-Parkway,TN,Nashville,37216,778,36.2125,-86.7257
Minot,ND,Minot,58701,3703,48.2291,-101.2985
Willmar,MN,Willmar,56201,2842,45.1393,-95.0523
Caledonia-Twshp,MI,Owosso,48867,2772,42.9934,-84.1595
Yulee,FL,Yulee,32097,6921,30.6222,-81.5906
Dale-City,VA,Woodbridge,22192,4604,38.676,-77.3163
North-Mesa,AZ,Mesa,85204,473,33.3992,-111.7896
Belleville,IL,Belleville,62226,1851,38.5352,-90.0006
W-Kendall,FL,Miami,33196,6339,25.6615,-80.441
E-Vancouver-WA,WA,Vancouver,98683,4738,45.6032,-122.5133
Mishawaka,IN,Mishawaka,46545,2033,41.6835,-86.1682
Gandy-Blvd,FL,Tampa,33611,6327,27.8914,-82.5067
Cottonwood,AZ,Cottonwood,86326,423,34.7055,-112.0091
Utica,MI,Utica,48315,2708,42.67100000000001,-82.9988
Tustin,CA,Tustin,92782,603,33.7346,-117.7869
Owasso,OK,Owasso,74055,8922,36.2863,-95.8222
Plymouth-MA,MA,Plymouth,02360,2680,41.9104,-70.642
Canton-GA,GA,Canton,30114,145,34.2505,-84.4909
Eugene,OR,Eugene,97408,4003,44.1445,-123.0545
Hammond,IN,Hammond,46320,2036,41.6099,-87.5079
W-Valley-City,UT,West-Valley-City,84120,4406,40.6916,-112.0011
Amsterdam,NY,Amsterdam,12010,1289,42.9387,-74.1882
Intown-richmond,VA,Richmond,23230,4632,37.5921,-77.4952
Porter,TX,Porter,77365,6523,30.1237,-95.2686
Brighton,MI,Brighton,48116,2724,42.5371,-83.7756
Englewood,FL,Port-Charlotte,33981,1855,26.9379,-82.2388
W-Roxbury,MA,West-Roxbury,02132,2665,42.2787,-71.1589
Sequim,WA,Sequim,98382,8998,48.0881,-123.1198
Macomb-Township,MI,Macomb-Township,48044,2776,42.6442,-82.8985
Titusville,FL,Titusville,32780,6871,28.5697,-80.8191
Coit-Rd,TX,Richardson,75080,6504,32.966,-96.7452
Nw-Raleigh,NC,Raleigh,27615,3634,35.8887,-78.6393
Stroudsburg,PA,Stroudsburg,18360,4127,40.9877,-75.2485
Bainbridge,GA,Bainbridge,39819,6959,30.9039,-84.569
Downey,CA,Downey,90241,6627,33.9416,-118.1306
Fishkill,NY,Fishkill,12524,6178,41.5404,-73.8979
Mankato,MN,Mankato,56001,2829,44.1538,-93.99600000000001
Covington-WA,WA,Covington,98042,4737,47.368,-122.1206
Lorain,OH,Lorain,44053,6930,41.431999999999995,-82.2038
St-Johns,FL,Saint-Johns,32259,1324,30.0815,-81.5477
Daphne,AL,Daphne,36526,863,30.6197,-87.8895
Vineland,NJ,Vineland,08360,946,39.4818,-75.0091
Payson,AZ,Payson,85541,422,34.2198,-111.2878
Pinellas-Park,FL,Pinellas-Park,33781,289,27.8387,-82.7151
Darien,IL,Darien,60561,1905,41.7434,-87.9805
Missoula,MT,Missoula,59808,3102,46.9776,-114.0619
Levittown-relo-1201,NY,Levittown,11756,6105,40.7254,-73.5166
Pittsburg,CA,Pittsburg,94565,644,38.0031,-121.9172
Culebra,TX,San-Antonio,78251,6818,29.4597,-98.6555
Riverdale-GA,GA,Riverdale,30274,178,33.5531,-84.4003
Oroville,CA,Oroville,95965,8975,39.6054,-121.5751
Coconut-Creek,FL,Coconut-Creek,33073,6356,26.2997,-80.181
Owings-Mills,MD,Owings-Mills,21117,2507,39.4269,-76.7769
Del-Rio,TX,Del-Rio,78840,6832,29.4102,-100.8932
Reading,PA,Wyomissing,19610,4110,40.338,-75.97800000000001
Burleson,TX,Burleson,76028,8438,32.5316,-97.309
Vicksburg,MS,Vicksburg,39180,2909,32.3258,-90.8507
Rowlett,TX,Rowlett,75088,8951,32.9031,-96.5472
Scottsdale-Shea,AZ,Scottsdale,85258,420,33.5647,-111.8931
Lake-Jackson,TX,Lake-Jackson,77566,6517,29.0393,-95.4401
League-City,TX,League-City,77573,1853,29.5173,-95.0963
Bloomington,MN,Bloomington,55420,2805,44.8358,-93.2778
Wake-Forest,NC,Wake-Forest,27587,3647,35.9815,-78.5392
The-Colony,TX,The-Colony,75056,6562,33.094,-96.8836
Brunswick-OH,OH,Brunswick,44212,3875,41.2471,-81.828
Stanton,CA,Stanton,90680,6952,33.7991,-117.9956
Waukegan,IL,Waukegan,60085,1941,42.3542,-87.8651
Commerce-GA,GA,Commerce,30529,1764,34.2134,-83.448
Pleasant-Ridge,OH,Cincinnati,45213,3832,39.1802,-84.4204
Saginaw,MI,Saginaw,48604,2714,43.4732,-83.9514
W-Griffin,FL,Davie,33331,6326,26.048000000000002,-80.3749
Gilbert,AZ,Gilbert,85296,471,33.3354,-111.7406
Golden-Ring-Mall,MD,Rosedale,21237,2587,39.3361,-76.5014
Niagara-Falls,NY,Niagara-Falls,14304,1287,43.0908,-78.9644
Pooler,GA,Pooler,31322,179,32.1149,-81.252
Southtown,MO,Saint-Louis,63139,3011,38.6108,-90.292
Seguin,TX,Seguin,78155,8437,29.5613,-97.9628
Midtown,GA,Atlanta,30308,159,33.7718,-84.3757
Ft-Wayne,IN,Fort-Wayne,46818,2009,41.1468,-85.2067
Kenner,LA,Kenner,70062,349,29.9912,-90.2479
N-Fayette,PA,Pittsburgh,15275,4117,40.4495,-80.1795
Ann-Arbor,MI,Ypsilanti,48197,2721,42.2325,-83.6336
Salem-MA,MA,Salem,01970,2686,42.5151,-70.9003
Butler,PA,Butler,16001,4139,40.8859,-79.934
Royal-Palm,FL,West-Palm-Beach,33414,6379,26.6587,-80.2414
Oxnard,CA,Oxnard,93036,1040,34.2351,-119.182
Inglewood,CA,Inglewood,90303,1010,33.9377,-118.3321
Vacaville,CA,Vacaville,95687,1043,38.3482,-121.9538
Wages-Drive,GA,Decatur,30033,117,33.8123,-84.2819
Baldwin-Park,CA,Baldwin-Park,91706,6663,34.0964,-117.9682
Cambray,TX,San-Antonio,78229,581,29.5042,-98.5697
Greenville,SC,Greenville,29607,1119,34.8285,-82.3516
Farmingdale,NY,Farmingdale,11735,1267,40.7315,-73.4327
Smithfield,RI,Smithfield,02917,4282,41.8964,-71.5207
Wilmington-DE,DE,Wilmington,19802,8440,39.7564,-75.53399999999999
Keene,NH,Keene,03431,3488,42.9627,-72.2955
Morgan-Hill,CA,Morgan-Hill,95037,8572,37.1353,-121.6501
Jacksonville-W-oakleaf,FL,Jacksonville,32222,6890,30.2292,-81.8131
Woodbridge,NJ,Woodbridge,07095,916,40.556,-74.2845
Seaside,CA,Seaside,93955,6967,36.6217,-121.7935
Cottleville,MO,Saint-Peters,63304,3022,38.7378,-90.6234
Frederick,MD,Frederick,21704,2559,39.3455,-77.3832
Duluth-MN,MN,Duluth,55811,2817,46.8147,-92.1998
Beaumont-CA,CA,Beaumont,92223,8987,33.9504,-116.9701
W-Green-Bay,WI,Green-Bay,54303,4920,44.5522,-88.0788
Canton,MI,Canton,48187,2703,42.332,-83.4695
Washington-Twsp-Monroe,NJ,Sicklerville,08081,942,39.7354,-74.9864
Lafayette-IN,IN,Lafayette,47904,2034,40.4276,-86.8735
Boardman,OH,Boardman,44512,3805,41.0252,-80.6687
Orange-Park,FL,Orange-Park,32073,275,30.1637,-81.7291
Pueblo,CO,Pueblo,81008,1511,38.3133,-104.6284
Roseville-CA,CA,Roseville,95661,636,38.7346,-121.234
Houghton-Lake,MI,Houghton-Lake,48629,2769,44.3147,-84.7647
Dover-DE,DE,Dover,19901,1608,39.1564,-75.4955
Christiansburg,VA,Christiansburg,24073,4634,37.1353,-80.4188
Lumpkin,TX,Houston,77043,571,29.8052,-95.5607
Turlock,CA,Turlock,95380,1001,37.4888,-120.8535
Sw-San-Antonio,TX,San-Antonio,78227,586,29.4027,-98.6433
Alpena,MI,Alpena,49707,2760,45.07899999999999,-83.4602
Lawton,OK,Lawton,73505,3914,34.6179,-98.4552
Middletown-CT,CT,Middletown,06457,6233,41.5569,-72.6652
Tooele,UT,Tooele,84074,4419,40.5454,-112.3002
Winder,GA,Winder,30680,6979,33.9985,-83.7115
South-Lincoln,NE,Lincoln,68516,3204,40.7568,-96.6523
Columbia-MD,MD,Columbia,21046,2575,39.1702,-76.8538
Bridgeport-WV,WV,Bridgeport,26330,8433,39.2954,-80.2427
Roosevelt-Park,MI,Muskegon,49441,2754,43.1962,-86.2738
Sw-Phoenix,AZ,Phoenix,85037,413,33.4913,-112.2468
Union-Rt-22,NJ,Union,07083,954,40.6952,-74.2677
Sugar-Land,TX,Sugar-Land,77478,574,29.6196,-95.60700000000001
Leominster,MA,Leominster,01453,2676,42.5274,-71.7563
Kingston-Ulster,NY,Kingston,12401,1227,41.9697,-74.0668
Londonderry,NH,Londonderry,03053,3401,42.8656,-71.3772
Cicero-IL,IL,Cicero,60804,1911,41.8378,-87.7602
Steele-Creek,NC,Charlotte,28273,3662,35.1287,-80.9338
Commerce-Township,MI,Commerce-Township,48390,2722,42.5582,-83.4773
Milltown,NJ,Milltown,08850,918,40.4493,-74.439
